sofifa_id,player_url,short_name,long_name,age,dob,height_cm,weight_kg,nationality,club,overall,potential,value_eur,wage_eur,player_positions,preferred_foot,international_reputation,weak_foot,skill_moves,work_rate,body_type,real_face,release_clause_eur,player_tags,team_position,team_jersey_number,loaned_from,joined,contract_valid_until,nation_position,nation_jersey_number,pace,shooting,passing,dribbling,defending,physic,gk_diving,gk_handling,gk_kicking,gk_reflexes,gk_speed,gk_positioning,player_traits,attacking_crossing,attacking_finishing,attacking_heading_accuracy,attacking_short_passing,attacking_volleys,skill_dribbling,skill_curve,skill_fk_accuracy,skill_long_passing,skill_ball_control,movement_acceleration,movement_sprint_speed,movement_agility,movement_reactions,movement_balance,power_shot_power,power_jumping,power_stamina,power_strength,power_long_shots,mentality_aggression,mentality_interceptions,mentality_positioning,mentality_vision,mentality_penalties,mentality_composure,defending_marking,defending_standing_tackle,defending_sliding_tackle,goalkeeping_diving,goalkeeping_handling,goalkeeping_kicking,goalkeeping_positioning,goalkeeping_reflexes,ls,st,rs,lw,lf,cf,rf,rw,lam,cam,ram,lm,lcm,cm,rcm,rm,lwb,ldm,cdm,rdm,rwb,lb,lcb,cb,rcb,rb
234612,https://sofifa.com/player/234612/jonathan-ikone/17/158492,J. Ikoné,Nanitamo Jonathan Ikoné,18,1998-05-02,177,70,France,Paris Saint-Germain,67,82,1400000,4000,LW,Left,1,4,3,High/Medium,Normal,No,,,RES,42.0,,2016-06-11,2019.0,,,85.0,62.0,50.0,72.0,30.0,55.0,,,,,,,"Beat Offside Trap, Technical Dribbler (CPU AI Only)",53,61,39,53,49,74,55,43,37,67,87,84,80,65,75,72,41,48,55,53,65,25,72,52,65,60,21,36,36,9,8,13,8,14,65+0,65+0,65+0,67+0,67+0,67+0,67+0,67+0,64+0,64+0,64+0,64+0,54+0,54+0,54+0,64+0,50+0,45+0,45+0,45+0,50+0,48+0,42+0,42+0,42+0,48+0
49370,https://sofifa.com/player/49370/thiago-motta/17/158492,T. Motta,Thiago Motta,33,1982-08-28,187,83,Italy,Paris Saint-Germain,82,82,9000000,60000,CDM,Left,3,4,3,Medium/Medium,Normal,Yes,,,CDM,8.0,,2012-01-01,2017.0,,,41.0,65.0,77.0,70.0,76.0,82.0,,,,,,,Dives Into Tackles (CPU AI Only),66,54,79,84,76,68-5,67,67,85,83,42,41-4,47,74-4,50,82,83,74,83,73,89-1,77-4,50-15,74-2,70,80,68-4,83-1,75,10,10,7,5,14,68+2,68+2,68+2,66+2,68+2,68+2,68+2,66+2,70+2,70+2,70+2,68+2,77+2,77+2,77+2,68+2,73+2,80+2,80+2,80+2,73+2,72+2,79+2,79+2,79+2,72+2
197242,https://sofifa.com/player/197242/grzegorz-krychowiak/17/158492,G. Krychowiak,Grzegorz Krychowiak,26,1990-01-29,186,85,Poland,Paris Saint-Germain,84,86,28500000,130000,CDM,Right,3,3,2,Medium/High,Normal,No,,#Strength,SUB,23.0,,2016-07-03,2021.0,RCM,10.0,70.0,58.0,73.0,67.0,81.0,87.0,,,,,,,Long Passer (CPU AI Only),59,42,83,81,40,63,46,62,85,77,66,73,59,80,52,81,75,79,92,70,89,85,52,73,78,83,75,87,72,15,14,8,6,7,68+2,68+2,68+2,66+2,68+2,68+2,68+2,66+2,70+2,70+2,70+2,69+2,76+2,76+2,76+2,69+2,76+2,82+2,82+2,82+2,76+2,77+2,83+2,83+2,83+2,77+2
213702,https://sofifa.com/player/213702/hervin-ongenda/17/158492,H. Ongenda,Hervin Ongenda,21,1995-06-24,170,65,DR Congo,Paris Saint-Germain,69,79,1700000,8000,LW,Right,1,3,3,Medium/Medium,Stocky,No,,,SUB,35.0,,2013-03-01,2017.0,,,77.0,57.0,61.0,75.0,40.0,56.0,,,,,,,,55,61,56,66,55,76,49,38,60,73,79,76,79,70,78,61,66,63,56,43,45,38,67,67,54,62,44,34,31,16,14,7,15,9,66+0,66+0,66+0,69+0,69+0,69+0,69+0,69+0,69+0,69+0,69+0,69+0,64+0,64+0,64+0,69+0,56+0,54+0,54+0,54+0,56+0,53+0,48+0,48+0,48+0,53+0
191180,https://sofifa.com/player/191180/javier-pastore/17/158492,J. Pastore,Javier Matías Pastore,27,1989-06-20,187,78,Argentina,Paris Saint-Germain,85,86,36500000,130000,"CM, LW, RW",Right,3,4,4,High/Medium,Lean,Yes,,#Playmaker  ,SUB,10.0,,2011-08-01,2019.0,,,74.0,77.0,84.0,86.0,58.0,68.0,,,,,,,"Flair, Playmaker (CPU AI Only), Technical Dribbler (CPU AI Only)",78,75,63,87,78,89,83,69,83,87,72,75,85,84,58,78,49,75,68,78,65,69,81,88,75,75,49,59,51,14,9,6,10,12,79+2,79+2,79+2,83+2,83+2,83+2,83+2,83+2,85+2,85+2,85+2,83+2,83+2,83+2,83+2,83+2,73+2,73+2,73+2,73+2,73+2,70+2,64+2,64+2,64+2,70+2
161648,https://sofifa.com/player/161648/hatem-ben-arfa/17/158492,H. Ben Arfa,Hatem Ben Arfa,29,1987-03-07,178,74,France,Paris Saint-Germain,84,84,27500000,110000,"CAM, ST, RM, RW",Left,3,4,5,High/Low,Lean,Yes,,#Dribbler,SUB,21.0,,2016-07-01,2018.0,,,82.0,82.0,79.0,88.0,40.0,74.0,,,,,,,"Flair, Long Shot Taker (CPU AI Only), Playmaker (CPU AI Only), Technical Dribbler (CPU AI Only)",78,82,65,79,75,91+3,80,75,78,86,84,80,85,75,79,83,77,75,75,82,67,40,74,81,87,79,33,43,23,12,8,9,13,12,80+2,80+2,80+2,83+2,82+2,82+2,82+2,83+2,82+2,82+2,82+2,82+2,77+2,77+2,77+2,82+2,63+2,62+2,62+2,62+2,63+2,59+2,54+2,54+2,54+2,59+2
199556,https://sofifa.com/player/199556/marco-verratti/17/158492,M. Verratti,Marco Verratti,23,1992-11-05,165,60,Italy,Paris Saint-Germain,85,90,44000000,110000,"CM, CDM",Right,3,4,4,High/High,Normal,Yes,,"#Dribbler, #Acrobat",RCM,6.0,,2012-07-01,2021.0,LCM,10.0,68.0,58.0,83.0,87.0,78.0,68.0,,,,,,,"Long Passer (CPU AI Only), Playmaker (CPU AI Only)",72,52,55,90,64,88,73,64,87,85,72,64,87,87,94,66,64,77-3,56,58,89,83,71,84,64,89,78,82,74,12,12,15,15,10,69+2,69+2,69+2,78+2,77+2,77+2,77+2,78+2,81+2,81+2,81+2,80+2,84+2,84+2,84+2,80+2,80+2,83+2,83+2,83+2,80+2,78+2,76+2,76+2,76+2,78+2
202371,https://sofifa.com/player/202371/thomas-meunier/17/158492,T. Meunier,Thomas Meunier,24,1991-09-12,190,88,Belgium,Paris Saint-Germain,77,80,7500000,50000,RB,Right,1,4,3,High/High,Normal,No,,"#Engine, #Strength",SUB,12.0,,2016-07-03,2020.0,RM,15.0,76.0,72.0,73.0,73.0,73.0,84.0,,,,,,,Outside Foot Shot,79+3,71,71,74,66,76,69,56,71,74,69-4,81,64,78,49,75,72,90,86,73,73,70+4,74,71,65,73,69+3,78,76,8,13,15,6,9,75+1,75+1,75+1,75+1,75+1,75+1,75+1,75+1,74+1,74+1,74+1,76+1,75+1,75+1,75+1,76+1,77+1,75+1,75+1,75+1,77+1,77+1,75+1,75+1,75+1,77+1
224071,https://sofifa.com/player/224071/romain-habran/17/158492,R. Habran,Romain Habran,22,1994-06-14,178,76,France,Paris Saint-Germain,68,78,1400000,8000,"RM, RW",Right,1,3,3,Medium/Medium,Normal,No,,,RES,39.0,,2011-07-01,2018.0,,,87.0,60.0,61.0,70.0,43.0,70.0,,,,,,,"Speed Dribbler (CPU AI Only), Technical Dribbler (CPU AI Only)",61,62,59,64,70,70,54,66,59,68,87-3,87,82,58,69,59,56,70,72,54,68,33,62,56,59,50,44,43,40,14,9,13,15,11,66+1,66+1,66+1,68+1,66+1,66+1,66+1,68+1,65+1,65+1,65+1,67+1,61+1,61+1,61+1,67+1,58+1,55+1,55+1,55+1,58+1,56+1,52+1,52+1,52+1,56+1
53405,https://sofifa.com/player/53405/maxwell-scherer-cabelino-andrade/17/158492,Maxwell,Maxwell Scherrer Cabelino Andrade,34,1981-08-27,176,73,Brazil,Paris Saint-Germain,79,79,2900000,45000,LB,Left,2,2,3,Medium/Medium,Normal,Yes,,,SUB,17.0,,2012-01-01,2017.0,,,73.0,71.0,79.0,77.0,76.0,74.0,,,,,,,"Injury Free, Avoids Using Weaker Foot, Early Crosser",86,71+4,68-4,82,70+3,75,72+3,52,82,83,71,74,76,77,72,71,72,83,70,72+3,71-3,78,71,74,59,81,79,76-3,75,7,6,16,13,6,74+1,74+1,74+1,77+1,76+1,76+1,76+1,77+1,77+1,77+1,77+1,78+1,79+1,79+1,79+1,78+1,80+1,79+1,79+1,79+1,80+1,79+1,76+1,76+1,76+1,79+1
202515,https://sofifa.com/player/202515/jese-rodriguez-ruiz/17/158492,Jesé,Jesé Rodríguez Ruíz,23,1993-02-26,178,73,Spain,Paris Saint-Germain,80,87,20500000,70000,"LW, RW, ST",Right,2,4,4,Medium/Low,Normal,Yes,,,SUB,22.0,,2016-08-08,2021.0,,,86.0,75.0,72.0,84.0,24.0,58.0,,,,,,,"Selfish, Flair, Technical Dribbler (CPU AI Only)",72,78,42,77,55,85,74,66,64,86,90,83-2,87,71,76-1,76,74,69,62-1,74,29,33,76,70,68,66,16,23,12,13,7,6,13,15,74+0,74+0,74+0,80+0,79+0,79+0,79+0,80+0,79+0,79+0,79+0,79+0,71+0,71+0,71+0,79+0,57+0,52+0,52+0,52+0,57+0,51+0,39+0,39+0,39+0,51+0
210008,https://sofifa.com/player/210008/adrien-rabiot/17/158492,A. Rabiot,Adrien Rabiot,21,1995-04-03,188,71,France,Paris Saint-Germain,78,85,12000000,50000,"CM, CDM",Left,2,3,2,High/Medium,Lean,No,,,SUB,25.0,,2012-07-02,2019.0,,,63.0,70.0,75.0,75.0,69.0,75.0,,,,,,,,67,66,75+2,81,68,74,67,57,78,81,64,62,72,78,53,75,76,73,77,74-2,72-2,75,69+3,79,68,77,59,74+2,66,9,12,9,7,15,73+1,73+1,73+1,73+1,74+1,74+1,74+1,73+1,76+1,76+1,76+1,74+1,78+1,78+1,78+1,74+1,72+1,75+1,75+1,75+1,72+1,72+1,73+1,73+1,73+1,72+1
229195,https://sofifa.com/player/229195/lorenzo-callegari/17/158492,L. Callegari,Lorenzo Callegari,18,1998-02-27,174,71,France,Paris Saint-Germain,63,81,575000,1000,CDM,Right,1,3,2,Medium/Medium,Normal,No,,,RES,37.0,,2015-07-01,2018.0,,,66.0,48.0,69.0,62.0,55.0,49.0,,,,,,,,58,42,57,77+14,41,54,47,40,80+16,70+12,64+8,68+7,70+11,58,81+4,57,54,56,46-24,53,47,46,53,69+17,52,45,55,59,58,15,12,6,7,9,56+1,56+1,56+1,61+1,60+1,60+1,60+1,61+1,64+1,64+1,64+1,63+1,66+1,66+1,66+1,63+1,60+1,62+1,62+1,62+1,60+1,60+1,56+1,56+1,56+1,60+1
232411,https://sofifa.com/player/232411/christopher-nkunku/17/158492,C. Nkunku,Christopher Nkunku,18,1997-11-14,175,64,France,Paris Saint-Germain,67,80,1200000,2000,CM,Right,1,3,3,High/High,Lean,No,,,SUB,24.0,,2016-01-07,2018.0,,,79.0,51.0,66.0,72.0,59.0,55.0,,,,,,,,60,51,47,71+2,44,71+6,71+9,65,59+2,74+12,81,77,73,63+4,79,55,59,65+7,49,46,57,58,65+2,68+4,54,60,52,68,65,5,6,10,15,7,61+1,61+1,61+1,68+1,67+1,67+1,67+1,68+1,68+1,68+1,68+1,68+1,66+1,66+1,66+1,68+1,66+1,64+1,64+1,64+1,66+1,65+1,60+1,60+1,60+1,65+1
234799,https://sofifa.com/player/234799/yohan-demoncy/17/158492,Y. Demoncy,Yohann Demoncy,20,1996-04-07,180,68,France,Paris Saint-Germain,63,72,450000,3000,CDM,Right,1,2,2,Low/Medium,Normal,No,,,RES,36.0,,2016-06-24,2019.0,,,69.0,44.0,60.0,64.0,59.0,61.0,,,,,,,,49,37,59,68,34,64,44,45,61,64,70,68,61,62,68,61,47,63,61,43,63,59,55,63,49,48,55,60,66,8,9,15,5,15,57+1,57+1,57+1,60+1,60+1,60+1,60+1,60+1,61+1,61+1,61+1,61+1,62+1,62+1,62+1,61+1,62+1,62+1,62+1,62+1,62+1,62+1,61+1,61+1,61+1,62+1
179813,https://sofifa.com/player/179813/edinson-cavani/17/158492,E. Cavani,Edinson Roberto Cavani Gómez,29,1987-02-14,184,71,Uruguay,Paris Saint-Germain,85,85,32500000,120000,"ST, LW",Right,4,3,3,High/Medium,Lean,Yes,,,ST,9.0,,2013-07-16,2018.0,LS,21.0,76.0,83.0,71.0,79.0,42.0,80.0,,,,,,,"Beat Offside Trap, Power Header",70,84-1,88-1,75-2,84+2,80-1,75,74-3,50,79-4,74,78,82,84-1,59,85,88,90,74,78,82,48,87,77,82,79,24,45,27,12,5,13,13,10,83+3,83+3,83+3,80+3,81+3,81+3,81+3,80+3,79+3,79+3,79+3,78+3,73+3,73+3,73+3,78+3,63+3,61+3,61+3,61+3,63+3,61+3,58+3,58+3,58+3,61+3
229194,https://sofifa.com/player/229194/alec-georgen/17/158492,A. Georgen,Alec Georgen,17,1998-09-17,172,65,France,Paris Saint-Germain,63,81,575000,1000,RB,Right,1,3,2,Medium/Medium,Lean,No,,,RES,34.0,,2015-07-01,2018.0,,,77.0,49.0,54.0,63.0,59.0,56.0,,,,,,,,70+16,48,53,56,41,62,45,46,45,58,78+9,77+9,77+12,52,81,56,60,60,55,43,52,53,55,43,48,45,61,63,62,7,7,11,10,14,56+1,56+1,56+1,60+1,57+1,57+1,57+1,60+1,56+1,56+1,56+1,60+1,53+1,53+1,53+1,60+1,62+1,56+1,56+1,56+1,62+1,62+1,58+1,58+1,58+1,62+1
197853,https://sofifa.com/player/197853/serge-aurier/17/158492,S. Aurier,Serge Aurier,23,1992-12-24,176,76,Ivory Coast,Paris Saint-Germain,83,88,26500000,90000,"RB, CB",Right,2,3,3,High/High,Stocky,No,,#Engine,RB,19.0,,2012-01-26,2019.0,SUB,23.0,85.0,66.0,73.0,77.0,80.0,85.0,,,,,,,Power Header,80+1,65,77+2,79+1,50,76,69,30,71,79+1,84,85,76,82+2,78,78,93,87,84+7,58,81,79+2,74,71,66,75,80,82+1,83+1,7,10,15,16,9,76+1,76+1,76+1,77+1,76+1,76+1,76+1,77+1,76+1,76+1,76+1,78+1,77+1,77+1,77+1,78+1,82+1,80+1,80+1,80+1,82+1,82+1,82+1,82+1,82+1,82+1
170890,https://sofifa.com/player/170890/blaise-matuidi/17/158492,B. Matuidi,Blaise Matuidi,29,1987-04-09,175,70,France,Paris Saint-Germain,86,86,29500000,120000,"CDM, CM",Left,3,2,2,High/High,Lean,Yes,,"#Engine, #Tactician ",LCM,14.0,,2011-07-01,2018.0,LCM,14.0,79.0,67.0,78.0,76.0,83.0,84.0,,,,,,,"Injury Free, Finesse Shot, Team Player",75,65,73,84,72,73,65,52,79,79+2,79+5,79+3,77,86+3,79,74,83,94,78+5,66,85+1,87+1,70,77+3,56,85,83+1,85+1,83,8,11,5,10,14,75+2,75+2,75+2,76+2,76+2,76+2,76+2,76+2,77+2,77+2,77+2,78+2,80+2,80+2,80+2,78+2,83+2,84+2,84+2,84+2,83+2,84+2,83+2,83+2,83+2,84+2
234371,https://sofifa.com/player/234371/remy-descamps/17/158492,R. Descamps,Rémy Descamps,20,1996-06-25,194,74,France,Paris Saint-Germain,63,72,450000,3000,GK,Right,1,3,1,Medium/Medium,Lean,No,,,RES,40.0,,2016-05-18,2019.0,,,,,,,,,64.0,61.0,59.0,60.0,29.0,65.0,,10,9,14,21,6,9,13,12,16,11,33,26,29,61,24,17,32,20,63,6,22,8,7,23,12,22,7,11,10,64,61,59,65,60,,,,,,,,,,,,,,,,,,,,,,,,,,
225713,https://sofifa.com/player/225713/jean-kevin-augustin/17/158492,J. Augustin,Jean-Kévin Augustin,19,1997-06-16,177,69,France,Paris Saint-Germain,72,81,3000000,20000,"ST, RW",Right,1,3,3,Medium/Medium,Lean,No,,,SUB,29.0,,2014-10-05,2018.0,,,81.0,70.0,61.0,73.0,20.0,57.0,,,,,,,,65,78+7,58,66,62+4,75+4,50,38,53,72,82+8,81+6,73,62,72,65+3,67,62,63,56,32,16,79+11,61,68,53,15,16,17,14,6,8,12,6,71+1,71+1,71+1,72+1,72+1,72+1,72+1,72+1,70+1,70+1,70+1,71+1,61+1,61+1,61+1,71+1,49+1,43+1,43+1,43+1,49+1,45+1,36+1,36+1,36+1,45+1
200949,https://sofifa.com/player/200949/lucas-rodrigues-m-silva/17/158492,Lucas,Lucas Rodrigues M. Silva,23,1992-08-13,172,72,Brazil,Paris Saint-Germain,82,85,26000000,100000,"RW, LW",Right,3,3,4,Medium/Medium,Normal,Yes,,"#Speedster, #Dribbler, #Acrobat",LW,7.0,,2013-01-01,2019.0,,,93.0,74.0,75.0,87.0,44.0,62.0,,,,,,,"Selfish, Flair, Speed Dribbler (CPU AI Only), Technical Dribbler (CPU AI Only)",76,72+3,50,78+1,70,88,69,74,74,84,95,91,93,75+5,85,79,71,69,56,73,67,50,79+2,73+3,75,79,39,43,48,9,10,14,7,14,76+1,76+1,76+1,82+1,80+1,80+1,80+1,82+1,81+1,81+1,81+1,81+1,75+1,75+1,75+1,81+1,67+1,63+1,63+1,63+1,67+1,64+1,55+1,55+1,55+1,64+1
201510,https://sofifa.com/player/201510/layvin-kurzawa/17/158492,L. Kurzawa,Layvin Kurzawa,23,1992-09-04,182,74,France,Paris Saint-Germain,81,88,20000000,60000,LB,Left,2,3,3,High/Medium,Lean,Yes,,,LB,20.0,,2015-08-27,2020.0,LB,3.0,79.0,69.0,77.0,77.0,79.0,75.0,,,,,,,,81,71,76,81,61,76,73,53,71,80,82,76,75,80,75,69,81,80,72,67,75,78,74,75,62,74,80,79,81,14,10,7,9,15,75+1,75+1,75+1,78+1,77+1,77+1,77+1,78+1,77+1,77+1,77+1,78+1,77+1,77+1,77+1,78+1,80+1,79+1,79+1,79+1,80+1,80+1,79+1,79+1,79+1,80+1
188943,https://sofifa.com/player/188943/kevin-trapp/17/158492,K. Trapp,Kevin Trapp,25,1990-07-08,189,88,Germany,Paris Saint-Germain,83,86,24500000,90000,GK,Right,2,4,1,Medium/Medium,Normal,No,,,SUB,1.0,,2015-07-08,2020.0,,,,,,,,,83.0,79.0,79.0,85.0,49.0,80.0,"Injury Prone, Rushes Out Of Goal, Comes For Crosses",13,13,11,25,12,10,14,12,12,24,45,52,42,81,37,22,76,45,73,13,30,22,12,45,17,48,10,14,10,83,79,79,80,85,,,,,,,,,,,,,,,,,,,,,,,,,,
164240,https://sofifa.com/player/164240/thiago-emiliano-da-silva/17/158492,Thiago Silva,Thiago Emiliano da Silva,31,1984-09-22,183,79,Brazil,Paris Saint-Germain,89,89,39500000,160000,CB,Right,4,3,3,High/High,Normal,Yes,,"#Tackling , #Tactician ",LCB,2.0,,2012-07-01,2018.0,SUB,14.0,74.0,57.0,73.0,73.0,90.0,79.0,,,,,,,"Leadership, Long Passer (CPU AI Only), Power Header",60,38,82,79,63,68,61,73,81,80,72,76,75,84,68,78,93,74,81,71,77,91,59,74,71,80,90,91,89,9,12,5,9,10,69+3,69+3,69+3,69+3,70+3,70+3,70+3,69+3,72+3,72+3,72+3,71+3,77+3,77+3,77+3,71+3,81+3,84+3,84+3,84+3,81+3,82+3,87+3,87+3,87+3,82+3
207865,https://sofifa.com/player/207865/marcos-aoas-correa/17/158492,Marquinhos,Marcos  Aoás Corrêa,22,1994-05-14,183,75,Brazil,Paris Saint-Germain,82,88,23500000,70000,"CB, RB",Right,2,3,2,Medium/Medium,Lean,Yes,,,RCB,5.0,,2013-07-19,2019.0,SUB,13.0,73.0,38.0,67.0,69.0,84.0,76.0,,,,,,,Long Throw-in,72,33,78,77,31,65,49,32,73,76,73,73,68,79,68,53,84,74,74,35,80,84,46,51,31,77,84,85,86,6,6,12,10,13,60+1,60+1,60+1,64+1,62+1,62+1,62+1,64+1,64+1,64+1,64+1,67+1,69+1,69+1,69+1,67+1,79+1,79+1,79+1,79+1,79+1,80+1,82+1,82+1,82+1,80+1
225850,https://sofifa.com/player/225850/presnel-kimpembe/17/158492,P. Kimpembe,Presnel Kimpembe,20,1995-08-13,183,71,France,Paris Saint-Germain,73,84,4400000,25000,CB,Left,1,2,2,Medium/Medium,Lean,No,,,SUB,3.0,,2014-10-17,2018.0,,,72.0,31.0,43.0,56.0,75.0,67.0,,,,,,,,30,25,68+8,61,28,51+8,28,32,44,61+11,73+18,72+20,66+27,53,65,47,73,56,71+9,27,69+19,76+16,34,31,43,70,75+14,75+4,79+12,7,8,14,15,9,49+1,49+1,49+1,49+1,49+1,49+1,49+1,49+1,49+1,49+1,49+1,50+1,51+1,51+1,51+1,50+1,63+1,64+1,64+1,64+1,63+1,66+1,72+1,72+1,72+1,66+1
193105,https://sofifa.com/player/193105/alphonse-areola/17/158492,A. Areola,Alphonse Areola,23,1993-02-27,191,91,France,Paris Saint-Germain,81,89,21500000,60000,GK,Right,2,3,1,Medium/Medium,Normal,Yes,,,GK,16.0,,2009-01-01,2019.0,SUB,1.0,,,,,,,84.0,80.0,72.0,85.0,53.0,76.0,,20,19,14,41,16,12,16,16,32,22,54,52,53,77,58,25,59,28,80,14,26,23,17,34,25,35,19,18,12,84+1,80+1,72,76,85+1,,,,,,,,,,,,,,,,,,,,,,,,,,
183898,https://sofifa.com/player/183898/angel-di-maria/17/158492,A. Di María,Ángel Fabián Di María Hernández,28,1988-02-14,180,75,Argentina,Paris Saint-Germain,87,87,45000000,170000,"RW, CM, CAM",Left,4,2,5,High/Medium,Lean,Yes,,"#Dribbler, #Crosser, #Acrobat",RW,11.0,,2015-08-06,2019.0,LW,7.0,87.0,79.0,84.0,87.0,47.0,70.0,,,,,,,"Diver, Avoids Using Weaker Foot, Flair, Long Passer (CPU AI Only), Chip Shot (CPU AI Only)",90,75,53,83+2,77,87,83,72,82+1,87+1,86-2,88,90,81+2,79,87,72,78,64,79,76,38,83,85+2,73,82,37,59-4,56-5,10,7,11,12,11,79+2,79+2,79+2,85+2,84+2,84+2,84+2,85+2,84+2,84+2,84+2,85+2,80+2,80+2,80+2,85+2,71+2,68+2,68+2,68+2,71+2,68+2,59+2,59+2,59+2,68+2
234795,https://sofifa.com/player/234795/antoine-bernede/17/158492,A. Bernede,Antoine Bernede,17,1999-05-26,182,74,France,Paris Saint-Germain,61,75,425000,2000,CAM,Right,1,3,3,Medium/Medium,Normal,No,,,RES,43.0,,2016-06-27,2019.0,,,70.0,50.0,62.0,62.0,42.0,51.0,,,,,,,,51,47,44,71,52,61,59,58,59,64,68,71,70,45,66,62,46,48,56,42,41,33,55,61,59,60,39,49,44,9,15,11,6,15,56+1,56+1,56+1,59+1,59+1,59+1,59+1,59+1,61+1,61+1,61+1,60+1,58+1,58+1,58+1,60+1,52+1,52+1,52+1,52+1,52+1,51+1,47+1,47+1,47+1,51+1
202556,https://sofifa.com/player/202556/memphis-depay/17/158492,M. Depay,Memphis Depay,22,1994-02-13,176,78,Netherlands,Manchester United,80,87,20000000,60000,"LM, LW",Right,3,2,4,High/Low,Stocky,Yes,,"#Speedster, #FK Specialist",RES,7.0,,2015-07-01,2019.0,,,90.0,77.0,72.0,84.0,30.0,76.0,,,,,,,"Power Free-Kick, Avoids Using Weaker Foot, Selfish, Flair, Long Shot Taker (CPU AI Only), Speed Dribbler (CPU AI Only)",67,72-1,55,73,69,85,85,90,63-2,82,91,89,84+2,78-3,84,88,74,79,80+2,81,62,31+10,75-1,73-1,66,67,24,31,20,8,14,6,12,10,77+2,77+2,77+2,79+2,80+2,80+2,80+2,79+2,78+2,78+2,78+2,78+2,71+2,71+2,71+2,78+2,59+2,56+2,56+2,56+2,59+2,55+2,48+2,48+2,48+2,55+2
225557,https://sofifa.com/player/225557/regan-poole/17/158492,R. Poole,Regan Poole,18,1998-06-18,180,74,Wales,Manchester United,63,80,575000,1000,CB,Right,1,3,2,Medium/High,Normal,Yes,,,RES,58.0,,2015-09-01,2023.0,,,67.0,27.0,43.0,51.0,62.0,67.0,,,,,,,,28,21,62,57+3,25,45,32,30,55+3,53,68,67,64,59+2,74,32,77,69+3,68+4,32,57+2,57+2,41,28,37,49,65+2,64+2,61+3,16,15,13,7,12,46+1,46+1,46+1,46+1,46+1,46+1,46+1,46+1,47+1,47+1,47+1,49+1,51+1,51+1,51+1,49+1,57+1,59+1,59+1,59+1,57+1,59+1,63+1,63+1,63+1,59+1
178088,https://sofifa.com/player/178088/juan-manuel-mata-garcia/17/158492,Juan Mata,Juan Manuel Mata García,28,1988-04-28,170,63,Spain,Manchester United,84,84,28500000,140000,"CAM, RM, CM",Left,3,3,3,Medium/Medium,Lean,Yes,,"#Playmaker  , #Acrobat",SUB,8.0,,2014-01-25,2018.0,SUB,13.0,68.0,75.0,84.0,85.0,32.0,54.0,,,,,,,"Finesse Shot, Flair, Playmaker (CPU AI Only), Technical Dribbler (CPU AI Only), Takes Finesse Free Kicks",83,77,63,86,71,83-2,83,83,77,86-2,75-3,63,89-1,85-2,89,74,72,74-2,43,70-2,52,39,82-2,87-1,81,85,25,28,21,9,10,14,5,8,76+2,76+2,76+2,82+2,81+2,81+2,81+2,82+2,83+2,83+2,83+2,82+2,78+2,78+2,78+2,82+2,61+2,59+2,59+2,59+2,61+2,56+2,46+2,46+2,46+2,56+2
233114,https://sofifa.com/player/233114/joe-riley/17/158492,J. Riley,Joe Riley,19,1996-12-06,177,67,England,Manchester United,64,79,800000,4000,LB,Right,1,3,3,Medium/Medium,Normal,No,,,RES,57.0,,2013-07-01,2020.0,,,71.0,39.0,61.0,66.0,59.0,58.0,,,,,,,,67+1,28,61+10,64+6,41,66+2,55+9,63,56,65+7,74,69-1,64,62,74,64,62,70+9,45,35,72+1,58+1,55,52+2,42,37,55+2,62,62+2,8,6,12,13,7,55+1,55+1,55+1,60+1,58+1,58+1,58+1,60+1,59+1,59+1,59+1,62+1,60+1,60+1,60+1,62+1,64+1,61+1,61+1,61+1,64+1,64+1,60+1,60+1,60+1,64+1
173373,https://sofifa.com/player/173373/sergio-romero/17/158492,S. Romero,Sergio Germán Romero,29,1987-02-22,192,87,Argentina,Manchester United,79,79,8500000,60000,GK,Right,3,3,1,Medium/Medium,Normal,Yes,,,SUB,20.0,,2015-07-27,2018.0,GK,1.0,,,,,,,76.0,70.0,81.0,82.0,43.0,76.0,"GK Long Throw, Comes For Crosses",11,14,12,38,17,12,12,13,36,25,44,42,52,79,44,14,63,35,75,11,33,21,11,42,16,52,14,11,15,76,70+3,81,76+3,82,,,,,,,,,,,,,,,,,,,,,,,,,,
41236,https://sofifa.com/player/41236/zlatan-ibrahimovic/17/158492,Z. Ibrahimović,Zlatan Ibrahimović,34,1981-10-03,195,95,Sweden,Manchester United,90,90,36500000,150000,ST,Right,5,4,4,Medium/Low,Normal,Yes,,"#Poacher, #Aerial Threat, #Distance Shooter, #Acrobat, #Strength, #Clinical Finisher, #Complete Forward",ST,9.0,,2016-07-01,2017.0,,,72.0,90.0,81.0,85.0,31.0,86.0,,,,,,,"Power Free-Kick, Flair, Long Shot Taker (CPU AI Only), Technical Dribbler (CPU AI Only), Backs Into Player, Target Forward",76,90,76,84,93+1,87,80,80,76,90,69-3,74,86,85,41,93,72,75,93,88,84,20,86,83,91,91,15,41,27,13,15,10,9,12,86+4,86+4,86+4,84+4,86+4,86+4,86+4,84+4,85+4,85+4,85+4,83+4,79+4,79+4,79+4,83+4,60+4,61+4,61+4,61+4,60+4,56+4,53+4,53+4,53+4,56+4
